Bol Number,Arrival Date,Company Name,Supplier Name,Product Description,Port Of Entry,Shipping Port,Supplier Country,Weight
PUSJPBCPLZM00047,22.05.22,Benteler South Africa Pty Ltd,Benteler De Mexico S A De C V,Front Rail Bmw Rear Axle Painted Pueb Frotn Rail Bmw Rear Axle Painted Pueb,"Jacksonville, Fl",Veracruz,Mexico,23080.0
EXDO6440044439,20.05.22,Benteler Componentes Automotivos Lt,Benteler De Mexico S A De C V,Car,"Houston, Tx",Veracruz,Mexico,8800.0
EXDO6440044429,20.05.22,Benteler Componentes Automotivos Lt,Benteler De Mexico S A De C V,Car,"Houston, Tx",Veracruz,Mexico,14667.0
BANQHAM1893469,15.05.22,Benteler De Mexico S A De C V,Benteler Lightweight,Automotive Days Detention Demurrage Free Time,"Miami, Fl",Bremerhaven,Germany,6080.0
PUSJPBCPLZM00045,30.04.22,Benteler South Africa Pty Ltd,Benteler De Mexico S A De C V,Frotn Rail Front Rail Bmw Rear Axle Painted Pueb Bmw Rear Axle Painted Bmw Rear Axle Painted Pueb Bmw Rear Axle Painted Bmw Rear Axle Painted Pueb,"Houston, Tx",Veracruz,Mexico,96156.0
OOLU269255378006,22.04.22,Bmw Ag,Benteler De Mexico S A De C V,Rear Axle Forge,"Houston, Tx",Veracruz,Mexico,1467.0
OOLU269255378009,22.04.22,Bmw Ag,Benteler De Mexico S A De C V,Rear Axle Forge,"Houston, Tx",Veracruz,Mexico,3219.0
OOLU269255423005,22.04.22,Bmw Ag,Benteler De Mexico S A De C V,Rear Axle Forge,"Houston, Tx",Veracruz,Mexico,1219.0
OOLU269255423012,22.04.22,Bmw Ag,Benteler De Mexico S A De C V,Rear Axle Forge,"Houston, Tx",Veracruz,Mexico,671.0
OOLU269255423010,22.04.22,Bmw Ag,Benteler De Mexico S A De C V,Rear Axle Forge,"Houston, Tx",Veracruz,Mexico,1753.0
DSVF0132030058,19.04.22,Ford Werke Gmbh,Benteler De Mexico S A De C V,Automotive,"Houston, Tx",Veracruz,Mexico,28.0
EXDO6440044329,12.04.22,Benteler Componentes Automotivos Lt,Benteler De Mexico S A De C V,Car,"Houston, Tx",Veracruz,Mexico,14667.0
EXDO6440039262,12.04.22,Benteler Componentes Automotivos Lt,Benteler De Mexico S A De C V,Car,"Houston, Tx",Veracruz,Mexico,7334.0
DSVF0132020006,11.04.22,Ford Werke Gmbh,Benteler De Mexico S A De C V,Automotive,"Houston, Tx",Veracruz,Mexico,8.0
PUSJPBCPLZM00042,09.04.22,Benteler South Africa Pty Ltd,Benteler De Mexico S A De C V,Bmw Rear Axle Painted Pueb Bmw Rear Axle Painted Bmw Rear Axle Painted Bmw Rear Axle Painted Pueb Front Crossmember Lower Bmw Rear Axle Painted Pueb Bmw Rear Axle Painted Pueb Bmw Rear Axle Painted Bmw Rear Axle Painted Pueb Front Crossbar Top Bmw Rear Axle Painted Pueb Bmw Rear Axle Painted Pueb,"Houston, Tx",Veracruz,Mexico,155685.0
DSVF0132030008,07.04.22,Ford Werke Gmbh,Benteler De Mexico S A De C V,Automotive,"Houston, Tx",Veracruz,Mexico,11.0
EXDO6440039260,05.04.22,Benteler Componentes Automotivos Lt,Benteler De Mexico S A De C V,Car,"Houston, Tx",Veracruz,Mexico,14666.0
EXDO6440039259,05.04.22,Benteler Componentes Automotivos Lt,Benteler De Mexico S A De C V,Car,"Houston, Tx",Veracruz,Mexico,14667.0
PUSJDUSVERM00887,03.04.22,Benteler De Mexico S A De C V,Mubea Fahrwerksfedern Gmbh,Automotive File,"Charleston, Sc",Bremerhaven,Germany,21121.0
EXDO6440039261,28.03.22,Benteler Componentes Automotivos Lt,Benteler De Mexico S A De C V,Car,"Houston, Tx",Veracruz,Mexico,7334.0
EXDO6440039260,28.03.22,Benteler Componentes Automotivos Lt,Benteler De Mexico S A De C V,Car,"Houston, Tx",Veracruz,Mexico,14666.0
PUSJDUSVERM00624,23.03.22,Benteler De Mexico S A De C V,Benteler Steel/Tube Gmbh,Automotive File,"Charleston, Sc",Bremerhaven,Germany,42113.0
PUSJDUSVERM00647,23.03.22,Benteler De Mexico S A De C V,Mubea Fahrwerksfedern Gmbh,Automotive File,"Charleston, Sc",Bremerhaven,Germany,42242.0
PUSJDUSVERM00512,23.03.22,Benteler De Mexico S A De C V,Benteler Automobiltechnik Gmbh,Automotive File Cms,"Charleston, Sc",Bremerhaven,Germany,20857.0
PUSJDUSVERM00664,23.03.22,Benteler De Mexico S A De C V,Benteler Steel/Tube Gmbh,Automotive File Cms,"Charleston, Sc",Bremerhaven,Germany,59880.0
PUSJDUSVERM00805,23.03.22,Benteler De Mexico S A De C V,Benteler Steel/Tube Gmbh,Automotive File,"Charleston, Sc",Bremerhaven,Germany,43994.0
DSVF0132020006,21.03.22,Ford Werke Gmbh,Benteler De Mexico S A De C V,Automotive,"Houston, Tx",Veracruz,Mexico,8.0
PUSJPBCRIXM00032,16.03.22,Benteler Cr S R O,Benteler De Mexico S A De C V,Reinforc Asoe Schottplatte Rusia Haltebock Tarek Crashbox Outer Crashbox Outer Defoelement Innen Sam Defoelement Innen Sam Defoelement Innen Sam Schottplatte Rusia Haltebock Tarek Traegerschale Rusia,"Mobile, Al",Veracruz,Mexico,11865.0
PUSJDUSVERM00501,08.03.22,Benteler De Mexico S A De C V,Benteler Lightweight Protection,Automotive File,"Charleston, Sc",Bremerhaven,Germany,17400.0
PUSJDUSVERM00390,08.03.22,Benteler De Mexico S A De C V,Benteler Steel/Tube Gmbh,Automotive File,"Charleston, Sc",Bremerhaven,Germany,43596.0
PUSJDUSVERM00377,08.03.22,Benteler De Mexico S A De C V,Benteler Automobiltechnik Gmbh,Automotive File Cms Automotive File Cms,"Charleston, Sc",Bremerhaven,Germany,41380.0
PUSJDUSVERM00376,01.03.22,Benteler De Mexico S A De C V,Benteler Steel/Tube Gmbh,Automotive File,"Charleston, Sc",Bremerhaven,Germany,22314.0
PUSJDUSVERM00375,01.03.22,Benteler De Mexico S A De C V,Benteler Automobiltechnik Gmbh,Automotive File Cms,"Charleston, Sc",Bremerhaven,Germany,21207.0
PUSJDUSVERM00399,01.03.22,Benteler De Mexico S A De C V,Benteler Steel/Tube Gmbh,Automotive File Cms,"Charleston, Sc",Bremerhaven,Germany,79840.0
EXDO6440038875,27.02.22,Benteler Componentes Automotivos Lt,Benteler De Mexico S A De C V,Car,"Houston, Tx",Veracruz,Mexico,7400.0
EXDO6440038874,27.02.22,Benteler Componentes Automotivos Lt,Benteler De Mexico S A De C V,Car,"Houston, Tx",Veracruz,Mexico,7334.0
EXDO6440038876,27.02.22,Benteler Componentes Automotivos Lt,Benteler De Mexico S A De C V,Car,"Houston, Tx",Veracruz,Mexico,7400.0
PUSJDUSVERM00046,21.02.22,Benteler De Mexico S A De C V,Benteler Automobiltechnik Gmbh,Automotive File Cms,"Charleston, Sc",Bremerhaven,Germany,20973.0
PUSJDUSVERM00100,21.02.22,Benteler De Mexico S A De C V,Benteler Automobiltechnik Gmbh,Automotive File Cms,"Charleston, Sc",Bremerhaven,Germany,21228.0
PUSJDUSVERM00292,21.02.22,Benteler De Mexico S A De C V,Mubea Fahrwerksfedern Gmbh,Automotive File,"Charleston, Sc",Bremerhaven,Germany,21121.0
PUSJDUSVERM00117,21.02.22,Benteler De Mexico S A De C V,Benteler Steel/Tube Gmbh,Automotive File Cms,"Charleston, Sc",Bremerhaven,Germany,79840.0
PUSJDUSVERM00122,21.02.22,Benteler De Mexico S A De C V,Hellmann Worldwide Logistics,Automotive File Stackable Fold Cms Automotive File Cms Stackable Automotive File Stackable Fold Cms Automotive File Stackable Cms Automotive File Stackable Cms Stackable Cms Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Stackable Cms Cms Automotive File Cms Stackable Automotive File Cms Stackable Automotive File Stackable Cms,"Charleston, Sc",Bremerhaven,Germany,34238.0
PUSJDUSVERM00166,21.02.22,Benteler De Mexico S A De C V,Benteler Steel/Tube Gmbh,Automotive File Cms,"Charleston, Sc",Bremerhaven,Germany,59880.0
PUSJDUSVERM00247,21.02.22,Benteler De Mexico S A De C V,Benteler Steel/Tube Gmbh,Automotive File,"Charleston, Sc",Bremerhaven,Germany,22285.0
PUSJDUSVERM00153,21.02.22,Benteler De Mexico S A De C V,Hellmann Worldwide Logistics,Automotive File Cms Stackable Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Cms Stackable Automotive File Cms Stackable Automotive File Cms Cms Stackable,"Charleston, Sc",Bremerhaven,Germany,30248.0
PUSJPBCRIXM00008,19.02.22,Benteler Cr S R O,Benteler De Mexico S A De C V,Sgr Befestwinkel Sam Rus Schottplatte Rusia Haltebock Tarek Crashbox Outer Crashbox Outer Defoelement Innen Sam Defoelement Innen Sam Schottplatte Rusia Traegerschale Rusia,"Charleston, Sc",Veracruz,Mexico,13460.0
DSVF0131120093,11.02.22,Ford Werke Gmbh,Benteler De Mexico S A De C V,Automotive,"Houston, Tx",Veracruz,Mexico,1914.0
PUSJPBCLEDM00010,11.02.22,Magna Automotive R Usa,Benteler De Mexico S A De C V,Traeger Fgs,"Houston, Tx",Veracruz,Mexico,1919.0
EXDO6440038873,08.02.22,Benteler Componentes Automotivos Lt,Benteler De Mexico S A De C V,Car,"Houston, Tx",Veracruz,Mexico,7334.0
EXDO6440038711,08.02.22,Benteler Componentes Automotivos Lt,Benteler De Mexico S A De C V,Car,"Houston, Tx",Veracruz,Mexico,7334.0
EXDO6440038712,06.02.22,Benteler Componentes Automotivos Lt,Benteler De Mexico S A De C V,Car,"Houston, Tx",Veracruz,Mexico,14667.0
DSVF0131120048,26.01.22,Ford Werke Gmbh,Benteler De Mexico S A De C V,Automotive,"Houston, Tx",Veracruz,Mexico,1722.0
DSVF0131120018,26.01.22,Ford Werke Gmbh,Benteler De Mexico S A De C V,Automotive,"Houston, Tx",Veracruz,Mexico,3067.0
PUSJDUSVERM00038,23.01.22,Benteler De Mexico S A De C V,Mubea Fahrwerksfedern Gmbh,Automotive File,"Charleston, Sc",Bremerhaven,Germany,21121.0
PUSJDUSVERL06817,23.01.22,Benteler De Mexico S A De C V,Benteler Automobiltechnik Gmbh,Automotive File Cms,"Charleston, Sc",Bremerhaven,Germany,20816.0
PUSJDUSVERM00040,23.01.22,Benteler De Mexico S A De C V,Benteler Steel/Tube Gmbh,Automotive File Cms,"Charleston, Sc",Bremerhaven,Germany,39905.0
PUSJDUSVERL06887,23.01.22,Benteler De Mexico S A De C V,Hellmann Worldwide Logistics,Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Cms Stackable Automotive File Stackable Cms,"Charleston, Sc",Bremerhaven,Germany,14050.0
PUSJPBCRIXM00002,23.01.22,Benteler Cr S R O,Benteler De Mexico S A De C V,Schottplatte Winkel Mfa Tarek Schottplatte Rusia Haltebock Tarek Crashbox Outer Crashbox Outer Defoelement Innen Sam Defoelement Innen Sam Traegerschale Rusia,"Mobile, Al",Veracruz,Mexico,15832.0
PUSJDUSVERM00007,23.01.22,Benteler De Mexico S A De C V,Becker Stahl Service Gmbh,Automotive File,"Charleston, Sc",Bremerhaven,Germany,19520.0
PUSJDUSVERL06810,20.01.22,Benteler De Mexico S A De C V,Hellmann Worldwide Logistics,Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Cms Stackable Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Cms Stackable Automotive File Cms Stackable Automotive File Stackable Cms Automotive File Cms Stackable Automotive File Cms Stackable Automotive File Cms Stackable Times Automotive File Stackable Cms Automotive File Stackable Times Cms Automotive File Stackable Times Cms,"Charleston, Sc",Bremerhaven,Germany,113069.0
PUSJDUSVERL06898,20.01.22,Benteler De Mexico S A De C V,Benteler Lightweight Protection,Automotive File,"Charleston, Sc",Bremerhaven,Germany,16950.0
OOLU268680609001,18.01.22,Bmw Ag,Benteler De Mexico S A De C V,Rear Axle Forge,"Houston, Tx",Veracruz,Mexico,416.0
OOLU268680602013,16.01.22,Bmw Ag,Benteler De Mexico S A De C V,Rear Axle Forge,"Houston, Tx",Veracruz,Mexico,1255.0
PUSJDUSVERL06833,14.01.22,Benteler De Mexico S A De C V,Benteler Steel/Tube Gmbh,Automotive File,"Charleston, Sc",Bremerhaven,Germany,44483.0
PUSJDUSVERL06814,14.01.22,Benteler De Mexico S A De C V,Benteler Steel/Tube Gmbh,Automotive File Cms,"Charleston, Sc",Bremerhaven,Germany,59805.0
PUSJDUSVERL06570,14.01.22,Benteler De Mexico S A De C V,Hellmann Worldwide Logistics,Automotive File Stackable Times Cms Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Cms Stackable Automotive File Cms Stackable Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Cms Stackable Automotive File Stackable Times Cms Cms Automotive File Stackable Cms Automotive File Stackable Fold Cms Automotive File Cms Stackable Automotive File Stackable Fold Cms Automotive File Stackable Fold Cms Automotive File Stackable Fold Cms Automotive File Stackable Cms Automotive File Cms Stackable Automotive File Stackable Times Cms Automotive File Cms Stackable Automotive File Stackable Fold Cms Automotive File Stackable Cms Automotive File Cms Stackable Automotive File Stackable Cms Automotive File Cms Stackable Times Automotive File Stackable Cms,"Charleston, Sc",Bremerhaven,Germany,122755.0
EXDO6440038711,13.01.22,Benteler Componentes Automotivos Lt,Benteler De Mexico S A De C V,Car,"Houston, Tx",Veracruz,Mexico,7334.0
EXDO6440038712,11.01.22,Benteler Componentes Automotivos Lt,Benteler De Mexico S A De C V,Car,"Houston, Tx",Veracruz,Mexico,14667.0
OOLU268612509003,07.01.22,Bmw Ag,Benteler De Mexico S A De C V,Rear Axle Forge,"Houston, Tx",Veracruz,Mexico,1784.0
OOLU268705924002,05.01.22,Magna Automotive R Usa,Benteler De Mexico S A De C V,Traeger Fgs,"Houston, Tx",Veracruz,Mexico,1199.0
OOLU268570704004,05.01.22,Bmw Ag,Benteler De Mexico S A De C V,Rear Axle Assembly,"Houston, Tx",Veracruz,Mexico,3356.0
OOLU268570690003,05.01.22,Bmw Ag,Benteler De Mexico S A De C V,Rear Axle Assembly,"Houston, Tx",Veracruz,Mexico,2943.0
PUSJPBCLED00244,05.01.22,Magna Automotive R Usa,Benteler De Mexico S A De C V,Traeger Fgs,"Houston, Tx",Veracruz,Mexico,1199.0
DSVF0131110101,05.01.22,Ford Werke Gmbh,Benteler De Mexico S A De C V,Automotive,"Houston, Tx",Veracruz,Mexico,1250.0
PUSJDUSVERL06493,04.01.22,Benteler De Mexico S A De C V,Hellmann Worldwide Logistics,Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Stackable Times Cms Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Cms Stackable Automotive File Stackable Times Cms Automotive File Stackable Fold Cms Automotive File Stackable Cms Automotive File Stackable Fold Automotive File Stackable Cms Automotive File Stackable Fold Cms Automotive File Stackable Times Cms Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Cms Stackable Automotive File Stackable Cms Automotive File Stackable Cms Cms Automotive File Cms Stackable Automotive File Stackable Cms Automotive File Cms Stackable Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Stackable Cms,"Charleston, Sc",Bremerhaven,Germany,149325.0
PUSJDUSVERL06620,04.01.22,Benteler De Mexico S A De C V,Benteler Steel/Tube Gmbh,Automotive File,"Charleston, Sc",Bremerhaven,Germany,21591.0
PUSJDUSVERL06666,04.01.22,Benteler De Mexico S A De C V,Benteler Steel/Tube Gmbh,Automotive File Cms,"Charleston, Sc",Bremerhaven,Germany,59880.0
PUSJDUSVERL06584,04.01.22,Benteler De Mexico S A De C V,Benteler Automobiltechnik Gmbh,Automotive File Cms,"Charleston, Sc",Bremerhaven,Germany,21334.0
PUSJDUSVERL06608,04.01.22,Benteler De Mexico S A De C V,Benteler Lightweight Protection,Automotive File,"Charleston, Sc",Bremerhaven,Germany,16950.0
EXDO6440038581,31.12.21,Benteler Componentes Automotivos Lt,Benteler De Mexico S A De C V,Car,"Houston, Tx",Veracruz,Mexico,7334.0
PUSJDUSVERL06349,30.12.21,Benteler De Mexico S A De C V,Hellmann Worldwide Logistics,Automotive File Stackable Fold Cms Automotive File Stackable Times Cms Automotive File Stackable Times Cms Automotive File Cms Stackable Automotive File Stackable Cms Automotive File Cms Stackable Automotive File Stackable Cms Automotive File Cms Stackable Times Automotive File Stackable Fold Cms Automotive File Stackable Times Cms Cms Automotive File Cms Stackable Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Cms Stackable Automotive File Cms Stackable Automotive File Stackable Cms Automotive File Cms Stackable Automotive File Cms Stackable Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Cms Stackable Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Cms Stackable Automotive File Stackable Cms,"Charleston, Sc",Bremerhaven,Germany,86736.0
PUSJDUSVERL06601,30.12.21,Benteler De Mexico S A De C V,Benteler Steel/Tube Gmbh,Automotive File Cms,"Charleston, Sc",Bremerhaven,Germany,59880.0
PUSJDUSVERL06483,30.12.21,Benteler De Mexico S A De C V,Benteler Steel/Tube Gmbh,Automotive File,"Charleston, Sc",Bremerhaven,Germany,22285.0
PUSJDUSVERL06480,30.12.21,Benteler De Mexico S A De C V,Benteler Automobiltechnik Gmbh,Automotive File Cms,"Charleston, Sc",Bremerhaven,Germany,21266.0
PUSJPBCRIXL00242,27.12.21,Benteler Cr S R O,Benteler De Mexico S A De C V,Schottplatte Winkel Mfa Tarek Schottplatte Rusia Haltebock Tarek Crashbox Outer Crashbox Outer Defoelement Innen Sam Defoelement Innen Sam Traegerschale Rusia,"New Orleans, La",Veracruz,Mexico,12053.0
PUSJDUSVERL06239,23.12.21,Benteler De Mexico S A De C V,Hellmann Worldwide Logistics,Automotive File Stackable Times Cms Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Stackable Fold Cms Automotive File Stackable Cms Automotive File Cms Stackable Automotive File Stackable Cms Automotive File Cms Stackable Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Cms Stackable Automotive File Stackable Times Cms Automotive File Cms Stackable Automotive File Stackable Times Cms Automotive File Stackable Cms Automotive File Cms Stackable,"Charleston, Sc",Bremerhaven,Germany,91811.0
PUSJDUSVERL06351,23.12.21,Benteler De Mexico S A De C V,Benteler Steel/Tube Gmbh,Automotive File Cms,"Charleston, Sc",Bremerhaven,Germany,59880.0
PUSJDUSVERL06352,23.12.21,Benteler De Mexico S A De C V,Benteler Automobiltechnik Gmbh,Automotive File Cms Automotive File Cms,"Charleston, Sc",Bremerhaven,Germany,41609.0
PUSJPBCLEDL00226,20.12.21,Magna Automotive R Usa,Benteler De Mexico S A De C V,Traeger Fgs,"Houston, Tx",Veracruz,Mexico,1199.0
PUSJDUSVERL06243,18.12.21,Benteler De Mexico S A De C V,Benteler Steel/Tube Gmbh,Automotive File,"Charleston, Sc",Bremerhaven,Germany,21292.0
PUSJDUSVERL06135,18.12.21,Benteler De Mexico S A De C V,Hellmann Worldwide Logistics,Automotive File Stackable Fold Cms Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Cms Stacakble Automotive File Stackable Cms Automotive File Cms Stackable Automotive File Cms Stackable Automotive File Stackable Cms Automotive File Stackable Fold Cms Automotive File Stackable Cms Automotive File Cms Stackable Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Stackable Times Cms Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Cms Stackable Automotive File Stackable Cms,"Charleston, Sc",Bremerhaven,Germany,79407.0
EXDO6440038339,18.12.21,Benteler Componentes Automotivos Lt,Benteler De Mexico S A De C V,Car,"Houston, Tx",Veracruz,Mexico,29333.0
PUSJDUSVERL06242,18.12.21,Benteler De Mexico S A De C V,Benteler Steel/Tube Gmbh,Automotive File Cms,"Charleston, Sc",Bremerhaven,Germany,39920.0
PUSJDUSVERL06241,18.12.21,Benteler De Mexico S A De C V,Benteler Automobiltechnik Gmbh,Automotive File Cms,"Charleston, Sc",Bremerhaven,Germany,21000.0
EXDO6440038493,15.12.21,Benteler Componentes Automotivos Lt,Benteler De Mexico S A De C V,Car,"Houston, Tx",Veracruz,Mexico,7334.0
EXDO6440038317,15.12.21,Benteler Componentes Automotivos Lt,Benteler De Mexico S A De C V,Car,"Houston, Tx",Veracruz,Mexico,7334.0
OOLU268491655008,09.12.21,Bmw Ag,Benteler De Mexico S A De C V,Rear Axle Assembly,"Houston, Tx",Veracruz,Mexico,3168.0
OOLU268544499012,09.12.21,Bmw Ag,Benteler De Mexico S A De C V,Rear Axle Assembly,"Houston, Tx",Veracruz,Mexico,973.0
OOLU268491655001,09.12.21,Bmw Ag,Benteler De Mexico S A De C V,Rear Axle Assembly,"Houston, Tx",Veracruz,Mexico,993.0
PUSJDUSVERL06201,04.12.21,Benteler De Mexico S A De C V,Benteler Automobiltechnik Gmbh,Automotive File Cms Automotive File Cms,"Charleston, Sc",Bremerhaven,Germany,41744.0
PUSJDUSVERL05974,04.12.21,Benteler De Mexico S A De C V,Hellmann Worldwide Logistics,Automotive File Stackable Cms Automotive File Cms Stackable Automotive File Cms Stackable Automotive File Stackable Times Automotive File Stackable Cms Automotive File Cms Stackable Automotive File Stackable Fold Cms Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Stackable Times Cms Automotive File Stackable Times Cms Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Cms Stackable Automotive File Stackable Cms Automotive File Cms Stackable Automotive File Stackable Cms Automotive File Stackable Cms Automotive File Stackable Cms,"Charleston, Sc",Bremerhaven,Germany,73649.0
PUSJDUSVERL06262,04.12.21,Benteler De Mexico S A De C V,Benteler Steel/Tube Gmbh,Automotive File Cms,"Charleston, Sc",Bremerhaven,Germany,59880.0
